Title,Company,Level,Skills,JobID
Customer Service Agent,Johnson Controls,Entry Level,Call Center,1
Customer Service Agent,Johnson Controls,Entry Level,Customer Support,2
Customer Service Agent,Johnson Controls,Entry Level,Customer Care,3
Customer Service Agent,Johnson Controls,Entry Level,English,4
Customer Service Agent,Johnson Controls,Entry Level,Customer Service/Support,5
Marketing Manager,SYE English Community,Manager,Market Research,6
Marketing Manager,SYE English Community,Manager,Social Media,7
Marketing Manager,SYE English Community,Manager,Online Marketing,8
Marketing Manager,SYE English Community,Manager,Marketing Management,9
Marketing Manager,SYE English Community,Manager,Marketing Plan,10
Marketing Manager,SYE English Community,Manager,Event Management,11
Marketing Manager,SYE English Community,Manager,Education,12
Marketing Manager,SYE English Community,Manager,FMCG,13
Medical Representative Heliopolis,So Value Pharma,Entry Level,Cardio-metabolic,14
Medical Representative Heliopolis,So Value Pharma,Entry Level,Sales Skills,15
Medical Representative Heliopolis,So Value Pharma,Entry Level,Sales Target,16
Medical Representative Heliopolis,So Value Pharma,Entry Level,Customer Service,17
Medical Representative Heliopolis,So Value Pharma,Entry Level,Customer Care,18
Medical Representative Heliopolis,So Value Pharma,Entry Level,Customer Support,19
Medical Representative Heliopolis,So Value Pharma,Entry Level,Pharmacy,20
Medical Representative Heliopolis,So Value Pharma,Entry Level,Pharmaceutical,21
Medical Representative Heliopolis,So Value Pharma,Entry Level,Science,22
Order Handling Specialist,Johnson Controls,Experienced,Supply Officer,23
Order Handling Specialist,Johnson Controls,Experienced,Supply Planner,24
Order Handling Specialist,Johnson Controls,Experienced,Procurement and Logistics Specialist,25
Order Handling Specialist,Johnson Controls,Experienced,Order Management Specialist,26
Order Handling Specialist,Johnson Controls,Experienced,Order Processing Specialist,27
Storekeeper,Confidential,Experienced,Warehousing,28
Storekeeper,Confidential,Experienced,Storekeeping,29
Storekeeper,Confidential,Experienced,Logistics/Supply Chain,30
Senior .NET Developer (Desktop Application),Dexef,Experienced,ASP.NET,31
Senior .NET Developer (Desktop Application),Dexef,Experienced,Desktop Development,32
Senior .NET Developer (Desktop Application),Dexef,Experienced,Information Technology (IT),33
Senior .NET Developer (Desktop Application),Dexef,Experienced,Devexpress,34
Senior .NET Developer (Desktop Application),Dexef,Experienced,MVC,35
Senior .NET Developer (Desktop Application),Dexef,Experienced,TFS,36
Senior .NET Developer (Desktop Application),Dexef,Experienced,Git,37
Senior .NET Developer (Desktop Application),Dexef,Experienced,Computer Science,38
Senior .NET Developer (Desktop Application),Dexef,Experienced,WinForms,39
Senior .NET Developer (Desktop Application),Dexef,Experienced,MS SQL,40
Preschool French Teacher,Leap Development Hub,Entry Level,Education,41
Preschool French Teacher,Leap Development Hub,Entry Level,Education/Teaching,42
Junior Business Development Specialist (out door),E3mel Business for Financial & Managerial Consultancy,Entry Level,Sales Target,43
Junior Business Development Specialist (out door),E3mel Business for Financial & Managerial Consultancy,Entry Level,Sales Skills,44
Junior Business Development Specialist (out door),E3mel Business for Financial & Managerial Consultancy,Entry Level,B2B Sales,45
Junior Business Development Specialist (out door),E3mel Business for Financial & Managerial Consultancy,Entry Level,B2C Sales,46
Junior Business Development Specialist (out door),E3mel Business for Financial & Managerial Consultancy,Entry Level,Business Development,47
Junior Business Development Specialist (out door),E3mel Business for Financial & Managerial Consultancy,Entry Level,CRM,48
Junior Business Development Specialist (out door),E3mel Business for Financial & Managerial Consultancy,Entry Level,Marketing,49
Junior Business Development Specialist (out door),E3mel Business for Financial & Managerial Consultancy,Entry Level,Corporate Sales,50
Junior Business Development Specialist (out door),E3mel Business for Financial & Managerial Consultancy,Entry Level,Business Development,51
Indoor Sales Executive Furniture,Line Design,Experienced,sales skills,52
Indoor Sales Executive Furniture,Line Design,Experienced,Sales/Retail,53
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,Copywriter,54
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,SEO,55
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,WordPress,56
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,Creative,57
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,Writing,58
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,Social Media,59
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,Marketing,60
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,Research,61
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,planing,62
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,Blog,63
Content Creator / Copy Writer - Alexandria,EL KHETA,Entry Level,Writing/Editorial,64
STEAM Instructor - Intern,BeSteam,Student,Education,65
STEAM Instructor - Intern,BeSteam,Student,Training,66
STEAM Instructor - Intern,BeSteam,Student,Teaching,67
STEAM Instructor - Intern,BeSteam,Student,Instructor,68
STEAM Instructor - Intern,BeSteam,Student,Engineering,69
STEAM Instructor - Intern,BeSteam,Student,Mechatronics,70
STEAM Instructor - Intern,BeSteam,Student,Computer Science,71
STEAM Instructor - Intern,BeSteam,Student,IT Information System,72
STEAM Instructor - Intern,BeSteam,Student,Training/Instructor,73
English Instructor - Maadi/Helwan,Speakup,Freelance / Project,3 Vacancies,74
English Instructor - Maadi/Helwan,Speakup,Freelance / Project,Males Only,75
English Instructor - Maadi/Helwan,Speakup,Freelance / Project,English Trainer,76
English Instructor - Maadi/Helwan,Speakup,Freelance / Project,Tutor,77
English Instructor - Maadi/Helwan,Speakup,Freelance / Project,Instructor,78
English Instructor - Maadi/Helwan,Speakup,Freelance / Project,Education,79
English Instructor - Maadi/Helwan,Speakup,Freelance / Project,English Teaching,80
English Instructor - Maadi/Helwan,Speakup,Freelance / Project,English Training,81
Lawyer - Cairo,Bayt El Khebra,Experienced,legal,82
Lawyer - Cairo,Bayt El Khebra,Experienced,lawyer,83
Lawyer - Cairo,Bayt El Khebra,Experienced,Legal,84
Site Supervisor مشرف موقع معماري,ZDS Architects,Experienced,Architecture,85
Site Supervisor مشرف موقع معماري,ZDS Architects,Experienced,Engineering,86
Site Supervisor مشرف موقع معماري,ZDS Architects,Experienced,Engineering - Construction/Civil/Architecture,87
Junior Personnel Specialist,El-Moasser Books,Entry Level,Human Resources (HR),88
Junior Personnel Specialist,El-Moasser Books,Entry Level,Microsoft Office,89
Junior Personnel Specialist,El-Moasser Books,Entry Level,Labor,90
Junior Personnel Specialist,El-Moasser Books,Entry Level,English,91
Junior Personnel Specialist,El-Moasser Books,Entry Level,Human Resources,92
Floor controller,Atheel CC,Entry Level,Communication Skills,93
Floor controller,Atheel CC,Entry Level,Firm,94
Floor controller,Atheel CC,Entry Level,Administration,95
Procurement Specialist,ZDS Architects,Experienced,Construction,96
Procurement Specialist,ZDS Architects,Experienced,Communication Skills,97
Procurement Specialist,ZDS Architects,Experienced,Purchasing,98
Procurement Specialist,ZDS Architects,Experienced,Purchasing/Procurement,99
Receptionist,Atheel CC,Entry Level,Administration,100
Receptionist,Atheel CC,Entry Level,Office Management,101
Receptionist,Atheel CC,Entry Level,Communication Skills,102
Receptionist,Atheel CC,Entry Level,Administration,103
"Product Manager - Monitors, Projectors, View...",Silicon21,Freelance / Project,Electronics,104
"Product Manager - Monitors, Projectors, View...",Silicon21,Freelance / Project,Information Technology (IT),105
"Product Manager - Monitors, Projectors, View...",Silicon21,Freelance / Project,Business Development,106
"Product Manager - Monitors, Projectors, View...",Silicon21,Freelance / Project,Product Management,107
"Product Manager - Monitors, Projectors, View...",Silicon21,Freelance / Project,Sales,108
"Product Manager - Monitors, Projectors, View...",Silicon21,Freelance / Project,Computer Engineering,109
"Product Manager - Monitors, Projectors, View...",Silicon21,Freelance / Project,Telecom,110
Resident Engineer / Operator,Silicon21,Entry Level,Telecom,111
Resident Engineer / Operator,Silicon21,Entry Level,IT,112
Resident Engineer / Operator,Silicon21,Entry Level,Computer Science,113
Resident Engineer / Operator,Silicon21,Entry Level,Communication,114
Resident Engineer / Operator,Silicon21,Entry Level,Maintenance,115
Resident Engineer / Operator,Silicon21,Entry Level,Repair,116
Resident Engineer / Operator,Silicon21,Entry Level,Office Applications,117
Resident Engineer / Operator,Silicon21,Entry Level,Microsoft,118
Resident Engineer / Operator,Silicon21,Entry Level,Antivirus,119
Resident Engineer / Operator,Silicon21,Entry Level,English,120
Safety and Training Officer,Confidential,Experienced,Safety Management,121
Safety and Training Officer,Confidential,Experienced,Engineering,122
Safety and Training Officer,Confidential,Experienced,Training,123
Safety and Training Officer,Confidential,Experienced,Quality,124
Safety and Training Officer,Confidential,Experienced,Engineering - Other,125
Art Director - Alexandria,Stylish Eve,Manager,Art Directing,126
Art Director - Alexandria,Stylish Eve,Manager,Art Management,127
Art Director - Alexandria,Stylish Eve,Manager,Graphic Design,128
Art Director - Alexandria,Stylish Eve,Manager,Adobe Creative Suite,129
Art Director - Alexandria,Stylish Eve,Manager,Design Software,130
Art Director - Alexandria,Stylish Eve,Manager,Web Development,131
Art Director - Alexandria,Stylish Eve,Manager,Video Production,132
Art Director - Alexandria,Stylish Eve,Manager,Photography,133
Receptionist,Value,Entry Level,Office Management,134
Receptionist,Value,Entry Level,Admin,135
Receptionist,Value,Entry Level,Administration,136
Stores Supervisor/Inventory Controller,Confidential,Experienced,Logistics,137
Stores Supervisor/Inventory Controller,Confidential,Experienced,Inventory Control,138
Stores Supervisor/Inventory Controller,Confidential,Experienced,Purchasing,139
Stores Supervisor/Inventory Controller,Confidential,Experienced,Logistics/Supply Chain,140
Stores Supervisor/Inventory Controller,Confidential,Experienced,Purchasing/Procurement,141
Receptionist,Pinnacle Real Estate Investments and Development Management,Entry Level,Administration,142
Receptionist,Pinnacle Real Estate Investments and Development Management,Entry Level,Office Management,143
Receptionist,Pinnacle Real Estate Investments and Development Management,Entry Level,Receptionist,144
Receptionist,Pinnacle Real Estate Investments and Development Management,Entry Level,English,145
Receptionist,Pinnacle Real Estate Investments and Development Management,Entry Level,Microsoft Office,146
Receptionist,Pinnacle Real Estate Investments and Development Management,Entry Level,Computer Skills,147
Receptionist,Pinnacle Real Estate Investments and Development Management,Entry Level,Communication,148
Receptionist,Pinnacle Real Estate Investments and Development Management,Entry Level,Administration,149
Translator,Longman Egypt,Experienced,Translation,150
Translator,Longman Egypt,Experienced,Editing,151
Translator,Longman Egypt,Experienced,Education,152
Translator,Longman Egypt,Experienced,English,153
Translator,Longman Egypt,Experienced,Arabic,154
Translator,Longman Egypt,Experienced,Publishing,155
Translator,Longman Egypt,Experienced,Translators,156
Translator,Longman Egypt,Experienced,Languages,157
Translator,Longman Egypt,Experienced,Microsoft Office,158
Translator,Longman Egypt,Experienced,Writing,159
Corporate Lawyer,Bayt El Khebra,Experienced,lawyer,160
Corporate Lawyer,Bayt El Khebra,Experienced,Corporate Low,161
Corporate Lawyer,Bayt El Khebra,Experienced,Legal,162
Corporate Lawyer,Bayt El Khebra,Experienced,Legal,163
Senior Account Manager,MWG,Experienced,Sales Skills,164
Senior Account Manager,MWG,Experienced,Customer Service,165
Senior Account Manager,MWG,Experienced,Customer Support,166
Senior Account Manager,MWG,Experienced,Sales Target,167
Senior Account Manager,MWG,Experienced,Account Management,168
Senior Account Manager,MWG,Experienced,Customer Service/Support,169
Design Mechanical Engineer,Orientals for Urban Development,Experienced,CAD,170
Design Mechanical Engineer,Orientals for Urban Development,Experienced,SolidWorks,171
Design Mechanical Engineer,Orientals for Urban Development,Experienced,Mechanical Design,172
Design Mechanical Engineer,Orientals for Urban Development,Experienced,Creative/Design/Art,173
Design Mechanical Engineer,Orientals for Urban Development,Experienced,Engineering - Mechanical/Electrical,174
Sr. JavaScript Developer,Longman Egypt,Experienced,Information Technology (IT),175
Sr. JavaScript Developer,Longman Egypt,Experienced,Computer Science,176
Sr. JavaScript Developer,Longman Egypt,Experienced,javaScript,177
Sr. JavaScript Developer,Longman Egypt,Experienced,Software Development,178
Sr. JavaScript Developer,Longman Egypt,Experienced,CSS,179
Sr. JavaScript Developer,Longman Egypt,Experienced,HTML,180
Sr. JavaScript Developer,Longman Egypt,Experienced,React,181
Sr. JavaScript Developer,Longman Egypt,Experienced,Git,182
Sr. JavaScript Developer,Longman Egypt,Experienced,AWS,183
Sr. JavaScript Developer,Longman Egypt,Experienced,UX,184
Sr. JavaScript Developer,Longman Egypt,Experienced,UI,185
Sr. JavaScript Developer,Longman Egypt,Experienced,RESTful,186
Industrial Engineer,Longman Egypt,Experienced,Industrial Engineering,187
Industrial Engineer,Longman Egypt,Experienced,Production,188
Industrial Engineer,Longman Egypt,Experienced,Skills,189
Industrial Engineer,Longman Egypt,Experienced,Mechanical Engineering,190
Industrial Engineer,Longman Egypt,Experienced,Manufacturing,191
Industrial Engineer,Longman Egypt,Experienced,Equipment,192
Industrial Engineer,Longman Egypt,Experienced,Improvement,193
Industrial Engineer,Longman Egypt,Experienced,Manufacturing/Production,194
Recruitment Specialist,SYE English Community,Experienced,Human Resources (HR),195
Recruitment Specialist,SYE English Community,Experienced,Personnel,196
Recruitment Specialist,SYE English Community,Experienced,Interviews,197
Recruitment Specialist,SYE English Community,Experienced,Selecting,198
Recruitment Specialist,SYE English Community,Experienced,Mass Hiring,199
Recruitment Specialist,SYE English Community,Experienced,Microsoft Office,200
Recruitment Specialist,SYE English Community,Experienced,Training,201
Recruitment Specialist,SYE English Community,Experienced,English,202
Recruitment Specialist,SYE English Community,Experienced,Education,203
Recruitment Specialist,SYE English Community,Experienced,Human Resources,204
Senior JavaScript Developer,Longman Egypt,Experienced,Computer Science,205
Senior JavaScript Developer,Longman Egypt,Experienced,Information Technology (IT),206
Senior JavaScript Developer,Longman Egypt,Experienced,javaScript,207
Senior JavaScript Developer,Longman Egypt,Experienced,Software Development,208
Senior JavaScript Developer,Longman Egypt,Experienced,CSS,209
Senior JavaScript Developer,Longman Egypt,Experienced,HTML,210
Senior JavaScript Developer,Longman Egypt,Experienced,Git,211
Senior JavaScript Developer,Longman Egypt,Experienced,React,212
Senior JavaScript Developer,Longman Egypt,Experienced,UI,213
Senior JavaScript Developer,Longman Egypt,Experienced,UX,214
Senior JavaScript Developer,Longman Egypt,Experienced,AWS,215
Senior JavaScript Developer,Longman Egypt,Experienced,RESTful,216
Senior Test Automation Engineer,Zealous Solutions Ltd.,Work From Home,Software Testing,217
Senior Test Automation Engineer,Zealous Solutions Ltd.,Work From Home,Automation Testing,218
Senior Test Automation Engineer,Zealous Solutions Ltd.,Work From Home,Information Technology (IT),219
Senior Test Automation Engineer,Zealous Solutions Ltd.,Work From Home,QA,220
Senior Test Automation Engineer,Zealous Solutions Ltd.,Work From Home,Agile,221
Senior Test Automation Engineer,Zealous Solutions Ltd.,Work From Home,Selenium,222
Senior Test Automation Engineer,Zealous Solutions Ltd.,Work From Home,javaScript,223
Senior Test Automation Engineer,Zealous Solutions Ltd.,Work From Home,Software Development,224
Senior Test Automation Engineer,Zealous Solutions Ltd.,Work From Home,Cloud,225
FMC Manager - Retail Business up to 40 Branches...,Raneen,Manager,Management,226
FMC Manager - Retail Business up to 40 Branches...,Raneen,Manager,FMC,227
FMC Manager - Retail Business up to 40 Branches...,Raneen,Manager,Sales Skills,228
FMC Manager - Retail Business up to 40 Branches...,Raneen,Manager,Operations,229
FMC Manager - Retail Business up to 40 Branches...,Raneen,Manager,Logistics/Supply Chain,230
FMC Manager - Retail Business up to 40 Branches...,Raneen,Manager,Operations/Management,231
FMC Manager - Retail Business up to 40 Branches...,Raneen,Manager,Sales/Retail,232
Business development Executive Architect,MHK Architects,Experienced,Business Development,233
Business development Executive Architect,MHK Architects,Experienced,Architecture,234
Business development Executive Architect,MHK Architects,Experienced,Engineering,235
Business development Executive Architect,MHK Architects,Experienced,Presentation Skills,236
Business development Executive Architect,MHK Architects,Experienced,Negotiation,237
Business development Executive Architect,MHK Architects,Experienced,Engineering - Construction/Civil/Architecture,238
Graphic Designer,BLU Real Estate,Experienced,Adobe Photoshop,239
Graphic Designer,BLU Real Estate,Experienced,Adobe Illustrator,240
Graphic Designer,BLU Real Estate,Experienced,Editing,241
Graphic Designer,BLU Real Estate,Experienced,Software,242
Graphic Designer,BLU Real Estate,Experienced,Creative/Design/Art,243
Office Manager,Ebers,Entry Level,Administration,244
Office Manager,Ebers,Entry Level,HR,245
Office Manager,Ebers,Entry Level,Administration,246
Office Manager,Ebers,Entry Level,Human Resources,247
Office Manager,Ebers,Entry Level,Legal,248
Customer Service Agent (Onshore Account),Atheel CC,Entry Level,Males Only,249
Customer Service Agent (Onshore Account),Atheel CC,Entry Level,Customer Service,250
Customer Service Agent (Onshore Account),Atheel CC,Entry Level,Customer Support,251
Customer Service Agent (Onshore Account),Atheel CC,Entry Level,Customer Care,252
Customer Service Agent (Onshore Account),Atheel CC,Entry Level,Call Center,253
Customer Service Agent (Onshore Account),Atheel CC,Entry Level,Installation,254
Customer Service Agent (Onshore Account),Atheel CC,Entry Level,IT,255
Customer Service Agent (Onshore Account),Atheel CC,Entry Level,Troubleshooting,256
Shot Firer and Blast Crew,Confidential,Experienced,Safety,257
Shot Firer and Blast Crew,Confidential,Experienced,Quality,258
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Experienced,Microsoft Office,259
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Experienced,Office Management,260
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Experienced,Admin Assistant,261
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Experienced,Business Administration,262
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Experienced,Accounting,263
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Experienced,ERP,264
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Experienced,Back Office,265
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Experienced,Hotel,266
Executive Secretary to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Experienced,MS Office,267
Art Director,OVEQ,Experienced,Adobe Illustrator,268
Art Director,OVEQ,Experienced,Creative,269
Art Director,OVEQ,Experienced,Art Director,270
Art Director,OVEQ,Experienced,Visual Design,271
Art Director,OVEQ,Experienced,After Effects,272
Art Director,OVEQ,Experienced,3D,273
Art Director,OVEQ,Experienced,Graphic Design,274
Art Director,OVEQ,Experienced,Creative/Design/Art,275
Preschool English Teacher - New Cairo,Trillium Preschool,Entry Level,Education,276
Preschool English Teacher - New Cairo,Trillium Preschool,Entry Level,Teaching,277
Preschool English Teacher - New Cairo,Trillium Preschool,Entry Level,Preschool,278
Preschool English Teacher - New Cairo,Trillium Preschool,Entry Level,English,279
Preschool English Teacher - New Cairo,Trillium Preschool,Entry Level,Education/Teaching,280
Maintenance Engineer,Confidential,Entry Level,Electrical,281
Maintenance Engineer,Confidential,Entry Level,Machine Maintenance,282
Maintenance Engineer,Confidential,Entry Level,Education,283
Maintenance Engineer,Confidential,Entry Level,Training,284
Maintenance Engineer,Confidential,Entry Level,Printing Machine,285
Maintenance Engineer,Confidential,Entry Level,Installation/Maintenance/Repair,286
Call Center Agent,Air Gate,Experienced,Customer Service,287
Call Center Agent,Air Gate,Experienced,Call Center,288
Call Center Agent,Air Gate,Experienced,Customer Care,289
Call Center Agent,Air Gate,Experienced,Customer Support,290
Call Center Agent,Air Gate,Experienced,Customer Service/Support,291
Software Technical Lead,SmartTech Systems,Manager,Computer Science,292
Software Technical Lead,SmartTech Systems,Manager,Information Technology (IT),293
Software Technical Lead,SmartTech Systems,Manager,.NET,294
Software Technical Lead,SmartTech Systems,Manager,C#,295
Software Technical Lead,SmartTech Systems,Manager,SQL,296
Software Technical Lead,SmartTech Systems,Manager,javaScript,297
Software Technical Lead,SmartTech Systems,Manager,AJAX,298
Software Technical Lead,SmartTech Systems,Manager,jQuery,299
Software Technical Lead,SmartTech Systems,Manager,HTML,300
Software Technical Lead,SmartTech Systems,Manager,Web APIs,301
Software Technical Lead,SmartTech Systems,Manager,Angular +2,302
Senior Maintenance Engineer,Confidential,Experienced,Engineering,303
Senior Maintenance Engineer,Confidential,Experienced,Mechanical,304
Senior Maintenance Engineer,Confidential,Experienced,Printing,305
Senior Maintenance Engineer,Confidential,Experienced,Electrical,306
Senior Maintenance Engineer,Confidential,Experienced,Health,307
Senior Maintenance Engineer,Confidential,Experienced,Safety,308
Senior Maintenance Engineer,Confidential,Experienced,Installation/Maintenance/Repair,309
Senior Maintenance Engineer,Confidential,Experienced,Engineering - Mechanical/Electrical,310
In-House Graphic Designer,Kabbany Construction Group,Experienced,Graphic Design,311
In-House Graphic Designer,Kabbany Construction Group,Experienced,Adobe Illustrator,312
In-House Graphic Designer,Kabbany Construction Group,Experienced,Adobe Photoshop,313
In-House Graphic Designer,Kabbany Construction Group,Experienced,Branding,314
In-House Graphic Designer,Kabbany Construction Group,Experienced,Adobe Indesign,315
In-House Graphic Designer,Kabbany Construction Group,Experienced,Marketing,316
In-House Graphic Designer,Kabbany Construction Group,Experienced,Adobe After effects,317
In-House Graphic Designer,Kabbany Construction Group,Experienced,Infographic Animations,318
Outdoor Sales Representative,Confidential,Experienced,Sales Skills,319
Outdoor Sales Representative,Confidential,Experienced,Outdoor Sales,320
Outdoor Sales Representative,Confidential,Experienced,Sales Target,321
Outdoor Sales Representative,Confidential,Experienced,Communication Skills,322
Outdoor Sales Representative,Confidential,Experienced,Corporate Sales,323
Outdoor Sales Representative,Confidential,Experienced,Presentation Skills,324
Outdoor Sales Representative,Confidential,Experienced,Selling Skills,325
Outdoor Sales Representative,Confidential,Experienced,Sales/Retail,326
Marketing Specialist,Sparks preschool,Part Time,Social Media,327
Marketing Specialist,Sparks preschool,Part Time,E-marketing,328
Marketing Specialist,Sparks preschool,Part Time,English,329
Marketing Specialist,Sparks preschool,Part Time,Photoshop,330
Marketing Specialist,Sparks preschool,Part Time,Marketing/PR/Advertising,331
Marketing Specialist,Sparks preschool,Part Time,Media/Journalism/Publishing,332
Project Coordinator,Sumerge,Entry Level,IT Project Management,333
Project Coordinator,Sumerge,Entry Level,Project Planning,334
Project Coordinator,Sumerge,Entry Level,Communication Skills,335
Project Coordinator,Sumerge,Entry Level,Software,336
Project Coordinator,Sumerge,Entry Level,English,337
Project Coordinator,Sumerge,Entry Level,Project Coordination,338
Project Coordinator,Sumerge,Entry Level,Administration,339
فنى صيانة ميكانيكا,EL SHIDEED,Experienced,فنيين,340
فنى صيانة ميكانيكا,EL SHIDEED,Experienced,صيانة,341
فنى صيانة ميكانيكا,EL SHIDEED,Experienced,ميكانيكة,342
فنى صيانة ميكانيكا,EL SHIDEED,Experienced,Manufacturing/Production,343
3D Design Events Wedding,Confidential,Experienced,3D Max,344
3D Design Events Wedding,Confidential,Experienced,Photoshop,345
3D Design Events Wedding,Confidential,Experienced,AutoCAD,346
3D Design Events Wedding,Confidential,Experienced,Creative/Design/Art,347
Software Project Manager,Skep Home,Manager,Project Management,348
Software Project Manager,Skep Home,Manager,HTML,349
Software Project Manager,Skep Home,Manager,Software Testing,350
Software Project Manager,Skep Home,Manager,Java,351
Software Project Manager,Skep Home,Manager,English,352
Software Project Manager,Skep Home,Manager,Computer Science,353
Software Project Manager,Skep Home,Manager,Software Development,354
Software Project Manager,Skep Home,Manager,AWS,355
Software Project Manager,Skep Home,Manager,MySQL,356
Software Project Manager,Skep Home,Manager,XCode,357
Upholsterer,Gulf Colours,Experienced,Excellent design skills,358
Upholsterer,Gulf Colours,Experienced,upholstery,359
Upholsterer,Gulf Colours,Experienced,Other,360
Sales Executive - Damietta,Hamza Group,Experienced,Sales Skills,361
Sales Executive - Damietta,Hamza Group,Experienced,Sales Target,362
Sales Executive - Damietta,Hamza Group,Experienced,English,363
Sales Executive - Damietta,Hamza Group,Experienced,Negotiation,364
Sales Executive - Damietta,Hamza Group,Experienced,Sales/Retail,365
Sales Engineer - Cairo,Hamza Group,Experienced,HVAC,366
Sales Engineer - Cairo,Hamza Group,Experienced,Mechanical Engineering,367
Sales Engineer - Cairo,Hamza Group,Experienced,Construction,368
Sales Engineer - Cairo,Hamza Group,Experienced,Sales Skills,369
Sales Engineer - Cairo,Hamza Group,Experienced,Sales Target,370
Sales Engineer - Cairo,Hamza Group,Experienced,Electro Mechanical,371
Sales Engineer - Cairo,Hamza Group,Experienced,Sales/Retail,372
Mining Engineer,Confidential,Experienced,Construction,373
Mining Engineer,Confidential,Experienced,Civil Engineering,374
Mining Engineer,Confidential,Experienced,Surpac,375
Mining Engineer,Confidential,Experienced,Engineering - Construction/Civil/Architecture,376
Mining Engineer,Confidential,Experienced,Engineering - Other,377
Labs Supervisor - San3a Tech (Alexandria),Cultiv,Experienced,Electronics,378
Labs Supervisor - San3a Tech (Alexandria),Cultiv,Experienced,Management,379
Labs Supervisor - San3a Tech (Alexandria),Cultiv,Experienced,Lab,380
Labs Supervisor - San3a Tech (Alexandria),Cultiv,Experienced,Operations/Management,381
Labs Supervisor - San3a Tech (Alexandria),Cultiv,Experienced,Engineering - Mechanical/Electrical,382
Sales Trainer (Tanta),OPPO Egypt,Entry Level,Communication Skills,383
Sales Trainer (Tanta),OPPO Egypt,Entry Level,Sales Training,384
Sales Trainer (Tanta),OPPO Egypt,Entry Level,Sales Skills,385
Sales Trainer (Tanta),OPPO Egypt,Entry Level,Sales Target,386
Sales Trainer (Tanta),OPPO Egypt,Entry Level,Presentation Skills,387
Sales Trainer (Tanta),OPPO Egypt,Entry Level,Instructor,388
Sales Trainer (Tanta),OPPO Egypt,Entry Level,Sales/Retail,389
Sales Trainer (Tanta),OPPO Egypt,Entry Level,Training/Instructor,390
Sales Supervisor - Tanta,OPPO Egypt,Entry Level,Sales Skills,391
Sales Supervisor - Tanta,OPPO Egypt,Entry Level,Sales Target,392
Sales Supervisor - Tanta,OPPO Egypt,Entry Level,Sales Manager,393
Sales Supervisor - Tanta,OPPO Egypt,Entry Level,Sales Supervisor,394
Sales Supervisor - Tanta,OPPO Egypt,Entry Level,Communication Skills,395
Sales Supervisor - Tanta,OPPO Egypt,Entry Level,Smart Phones,396
Sales Supervisor - Tanta,OPPO Egypt,Entry Level,English,397
Sales Supervisor - Tanta,OPPO Egypt,Entry Level,Customer Service/Support,398
Co teacher Chemistry Secondary stage and High...,Kanayati Chemistry,Entry Level,students,399
Co teacher Chemistry Secondary stage and High...,Kanayati Chemistry,Entry Level,internships,400
Co teacher Chemistry Secondary stage and High...,Kanayati Chemistry,Entry Level,co teacher,401
Co teacher Chemistry Secondary stage and High...,Kanayati Chemistry,Entry Level,online teacher assistant,402
Co teacher Chemistry Secondary stage and High...,Kanayati Chemistry,Entry Level,Education/Teaching,403
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,Rhinoceros,404
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,Autocad,405
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,Developing Design,406
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,Steel,407
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,3ds Max,408
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,Adobe Illustrator,409
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,Adobe Indesign,410
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,Sketching,411
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,Interior Design,412
Furniture and Product Designer,Metal & Steel Innovation,Entry Level,Applied Arts,413
Labs Supervisor - San3a Tech (Assiut),Cultiv,Experienced,Electronics,414
Labs Supervisor - San3a Tech (Assiut),Cultiv,Experienced,Lab,415
Labs Supervisor - San3a Tech (Assiut),Cultiv,Experienced,Purchasing,416
Labs Supervisor - San3a Tech (Assiut),Cultiv,Experienced,Installation,417
Labs Supervisor - San3a Tech (Assiut),Cultiv,Experienced,Operations/Management,418
