Title,Company,Level,Skills,JobID
Senior Media Buyer,GCCS Ads,Experienced,Advertising,14703
Senior Media Buyer,GCCS Ads,Experienced,Microsoft Excel,14704
Senior Media Buyer,GCCS Ads,Experienced,Facebook,14705
Senior Media Buyer,GCCS Ads,Experienced,Marketing/PR/Advertising,14706
Merchandiser - Alexandria,Confidential,Entry Level,Merchandising,14707
Merchandiser - Alexandria,Confidential,Entry Level,Home Appliances,14708
Merchandiser - Alexandria,Confidential,Entry Level,Sales Skills,14709
Merchandiser - Alexandria,Confidential,Entry Level,Sales Buzz,14710
Merchandiser - Alexandria,Confidential,Entry Level,Sales/Retail,14711
Marketing & Business Development Manager,Confidential,Manager,Business Development,14712
Marketing & Business Development Manager,Confidential,Manager,Business Management,14713
Marketing & Business Development Manager,Confidential,Manager,Distribution,14714
Marketing & Business Development Manager,Confidential,Manager,Sales Skills,14715
Marketing & Business Development Manager,Confidential,Manager,English,14716
Marketing & Business Development Manager,Confidential,Manager,Franchise,14717
Marketing & Business Development Manager,Confidential,Manager,Social Media,14718
Marketing & Business Development Manager,Confidential,Manager,Network,14719
Marketing & Business Development Manager,Confidential,Manager,Commercial Performance,14720
Merchandiser - Mansoura,Confidential,Entry Level,Merchandising,14721
Merchandiser - Mansoura,Confidential,Entry Level,Home Appliances,14722
Merchandiser - Mansoura,Confidential,Entry Level,Sales Skills,14723
Merchandiser - Mansoura,Confidential,Entry Level,Sales Buzz,14724
Merchandiser - Mansoura,Confidential,Entry Level,Sales/Retail,14725
Merchandiser - Tanta,Confidential,Entry Level,Merchandising,14726
Merchandiser - Tanta,Confidential,Entry Level,Home Appliances,14727
Merchandiser - Tanta,Confidential,Entry Level,Retail,14728
Merchandiser - Tanta,Confidential,Entry Level,Sales Skills,14729
Merchandiser - Tanta,Confidential,Entry Level,Sales Buzz,14730
Merchandiser - Tanta,Confidential,Entry Level,Sales/Retail,14731
Pre-Approvals Specialist (CSH),Cleopatra Hospitals Group,Experienced,Customer Service,14732
Pre-Approvals Specialist (CSH),Cleopatra Hospitals Group,Experienced,Medical,14733
Pre-Approvals Specialist (CSH),Cleopatra Hospitals Group,Experienced,Healthcare,14734
Pre-Approvals Specialist (CSH),Cleopatra Hospitals Group,Experienced,Operations,14735
Pre-Approvals Specialist (CSH),Cleopatra Hospitals Group,Experienced,Customer Service/Support,14736
Pre-Approvals Specialist (CSH),Cleopatra Hospitals Group,Experienced,Operations/Management,14737
Pre-Approvals Specialist (CSH),Cleopatra Hospitals Group,Experienced,Medical/Healthcare,14738
Graphic Designer,Confidential,Entry Level,Creative,14739
Graphic Designer,Confidential,Entry Level,Adobe Photoshop,14740
Graphic Designer,Confidential,Entry Level,Adobe Illustrator,14741
Graphic Designer,Confidential,Entry Level,After Effects,14742
Graphic Designer,Confidential,Entry Level,DreamWeaver,14743
Graphic Designer,Confidential,Entry Level,Flash,14744
Graphic Designer,Confidential,Entry Level,Premiere,14745
Graphic Designer,Confidential,Entry Level,CMS,14746
Graphic Designer,Confidential,Entry Level,Creative/Design/Art,14747
Content Specialist,Confidential,Entry Level,Social Media,14748
Content Specialist,Confidential,Entry Level,eCommerce,14749
Content Specialist,Confidential,Entry Level,Arabic,14750
Content Specialist,Confidential,Entry Level,English,14751
Content Specialist,Confidential,Entry Level,SEO,14752
Content Specialist,Confidential,Entry Level,Content Editing,14753
Content Specialist,Confidential,Entry Level,Search Engine Optimization,14754
Content Specialist,Confidential,Entry Level,Writing/Editorial,14755
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,Labor Law,14756
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,Hiring,14757
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,Recruitment,14758
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,Pivot Table,14759
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,Vlookup,14760
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,Data Analysis,14761
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,HR,14762
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,English,14763
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,HRIS,14764
HR Officer - Tanta,Ibn Sina Pharma,Entry Level,Human Resources,14765
UI/UX Designer,Confidential,Experienced,UI,14766
UI/UX Designer,Confidential,Experienced,Adobe,14767
UI/UX Designer,Confidential,Experienced,Computer Science,14768
UI/UX Designer,Confidential,Experienced,Information Technology (IT),14769
UI/UX Designer,Confidential,Experienced,HTML5,14770
UI/UX Designer,Confidential,Experienced,Illustrator,14771
UI/UX Designer,Confidential,Experienced,Photoshop,14772
UI/UX Designer,Confidential,Experienced,InDesign,14773
UI/UX Designer,Confidential,Experienced,Acrobat,14774
UI/UX Designer,Confidential,Experienced,Usability,14775
UI/UX Designer,Confidential,Experienced,Dreamweaver,14776
Merchandiser - Giza,Confidential,Entry Level,Merchandising,14777
Merchandiser - Giza,Confidential,Entry Level,Home Appliances,14778
Merchandiser - Giza,Confidential,Entry Level,Sales Skills,14779
Merchandiser - Giza,Confidential,Entry Level,Sales/Retail,14780
Site Engineer (Architectural),Riwaq,Experienced,Fine Arts,14781
Site Engineer (Architectural),Riwaq,Experienced,Construction,14782
Site Engineer (Architectural),Riwaq,Experienced,Architecture Engineering,14783
Site Engineer (Architectural),Riwaq,Experienced,Site Engineer,14784
Site Engineer (Architectural),Riwaq,Experienced,Engineering - Construction/Civil/Architecture,14785
Site Engineer (Architectural),Riwaq,Experienced,Creative/Design/Art,14786
AR Accountant,Confidential,Experienced,Accounting,14787
AR Accountant,Confidential,Experienced,AR,14788
AR Accountant,Confidential,Experienced,Financial Analysis,14789
AR Accountant,Confidential,Experienced,Retail,14790
AR Accountant,Confidential,Experienced,MS Office,14791
AR Accountant,Confidential,Experienced,Communication Skills,14792
AR Accountant,Confidential,Experienced,Accounts Receivable,14793
AR Accountant,Confidential,Experienced,Microsoft Dynamics AX,14794
Tax Supervisor,SERA Mattress & Furniture,Manager,Accounting,14795
Tax Supervisor,SERA Mattress & Furniture,Manager,Financial Analysis,14796
Tax Supervisor,SERA Mattress & Furniture,Manager,Accounting/Finance,14797
Senior Backend Developer,Fields for Trading and Industries,Work From Home,Males Preferred,14798
Senior Backend Developer,Fields for Trading and Industries,Work From Home,Software Development,14799
Senior Backend Developer,Fields for Trading and Industries,Work From Home,MySQL,14800
Senior Backend Developer,Fields for Trading and Industries,Work From Home,PHP,14801
Senior Backend Developer,Fields for Trading and Industries,Work From Home,javaScript,14802
Senior Backend Developer,Fields for Trading and Industries,Work From Home,HTML5,14803
Senior Backend Developer,Fields for Trading and Industries,Work From Home,CSS3,14804
Senior Backend Developer,Fields for Trading and Industries,Work From Home,Git,14805
Senior Backend Developer,Fields for Trading and Industries,Work From Home,Node.js,14806
Senior Backend Developer,Fields for Trading and Industries,Work From Home,Programming,14807
Senior Backend Developer,Fields for Trading and Industries,Work From Home,Computer Science,14808
Market Research Analyst,SME Consulting,Entry Level,Market Research,14809
Market Research Analyst,SME Consulting,Entry Level,Analysis,14810
Market Research Analyst,SME Consulting,Entry Level,Business,14811
Market Research Analyst,SME Consulting,Entry Level,Statistics,14812
Market Research Analyst,SME Consulting,Entry Level,Data Collection,14813
Market Research Analyst,SME Consulting,Entry Level,Marketing,14814
Market Research Analyst,SME Consulting,Entry Level,Web analytics,14815
Market Research Analyst,SME Consulting,Entry Level,SAS,14816
Market Research Analyst,SME Consulting,Entry Level,SPSS,14817
Market Research Analyst,SME Consulting,Entry Level,CRM,14818
Market Research Analyst,SME Consulting,Entry Level,Analyst/Research,14819
Sales Representative - American Insurance Company...,Met Life Egypt,Entry Level,Insurance,14820
Sales Representative - American Insurance Company...,Met Life Egypt,Entry Level,Communication,14821
Sales Representative - American Insurance Company...,Met Life Egypt,Entry Level,Customer Service,14822
Sales Representative - American Insurance Company...,Met Life Egypt,Entry Level,Selling,14823
Sales Representative - American Insurance Company...,Met Life Egypt,Entry Level,Sales Skills,14824
Sales Representative - American Insurance Company...,Met Life Egypt,Entry Level,Negotiation Skills,14825
Sales Representative - American Insurance Company...,Met Life Egypt,Entry Level,Sales Target,14826
Sales Representative - American Insurance Company...,Met Life Egypt,Entry Level,English,14827
Sales Representative - American Insurance Company...,Met Life Egypt,Entry Level,Sales/Retail,14828
Online Sales Specialist (E-Commerce),Paymob Solutions,Entry Level,Marketing,14829
Online Sales Specialist (E-Commerce),Paymob Solutions,Entry Level,Sales Skills,14830
Online Sales Specialist (E-Commerce),Paymob Solutions,Entry Level,Customer Service,14831
Online Sales Specialist (E-Commerce),Paymob Solutions,Entry Level,Online Sales,14832
Online Sales Specialist (E-Commerce),Paymob Solutions,Entry Level,Sales Target,14833
Online Sales Specialist (E-Commerce),Paymob Solutions,Entry Level,Sales Account Management,14834
Online Sales Specialist (E-Commerce),Paymob Solutions,Entry Level,E-commerce,14835
Online Sales Specialist (E-Commerce),Paymob Solutions,Entry Level,Marketing/PR/Advertising,14836
Tech Lead / Node - PHP,Breadfast,Experienced,Computer Science,14837
Tech Lead / Node - PHP,Breadfast,Experienced,MongoDB,14838
Tech Lead / Node - PHP,Breadfast,Experienced,Computer Engineering,14839
Tech Lead / Node - PHP,Breadfast,Experienced,Design,14840
Tech Lead / Node - PHP,Breadfast,Experienced,IT/Software Development,14841
Tech Lead / Node - PHP,Breadfast,Experienced,Engineering - Telecom/Technology,14842
Tech Lead / Node - PHP,Breadfast,Experienced,Engineering - Other,14843
German Teacher - GB Foundation,Ghabbour Auto,Entry Level,Education,14844
German Teacher - GB Foundation,Ghabbour Auto,Entry Level,MS Office,14845
German Teacher - GB Foundation,Ghabbour Auto,Entry Level,Computer Skills,14846
German Teacher - GB Foundation,Ghabbour Auto,Entry Level,Education/Teaching,14847
Secretary and Business Coordinator - New Cairo,Teraz,Entry Level,Secretary,14848
Secretary and Business Coordinator - New Cairo,Teraz,Entry Level,Administration,14849
Secretary and Business Coordinator - New Cairo,Teraz,Entry Level,Office Management,14850
Secretary and Business Coordinator - New Cairo,Teraz,Entry Level,Microsoft Office,14851
Secretary and Business Coordinator - New Cairo,Teraz,Entry Level,English,14852
Secretary and Business Coordinator - New Cairo,Teraz,Entry Level,MS Office,14853
Secretary and Business Coordinator - New Cairo,Teraz,Entry Level,Administration,14854
Full Stack Developer,E-Cards,Entry Level,Software Development,14855
Full Stack Developer,E-Cards,Entry Level,javaScript,14856
Full Stack Developer,E-Cards,Entry Level,Java EE,14857
Full Stack Developer,E-Cards,Entry Level,Computer Engineering,14858
Full Stack Developer,E-Cards,Entry Level,Spring Boot,14859
Full Stack Developer,E-Cards,Entry Level,.Net,14860
Full Stack Developer,E-Cards,Entry Level,Python,14861
Full Stack Developer,E-Cards,Entry Level,IT/Software Development,14862
Project Manager - Translation,Future Group,Entry Level,Coordinating,14863
Project Manager - Translation,Future Group,Entry Level,Translation Project,14864
Project Manager - Translation,Future Group,Entry Level,Localization,14865
Project Manager - Translation,Future Group,Entry Level,Editorial,14866
Project Manager - Translation,Future Group,Entry Level,Writing,14867
Project Manager - Translation,Future Group,Entry Level,Project Documentation,14868
Project Manager - Translation,Future Group,Entry Level,English,14869
Project Manager - Translation,Future Group,Entry Level,Project Management,14870
Junior .NET Developer / Alexandria,Confidential,Entry Level,.NET,14871
Junior .NET Developer / Alexandria,Confidential,Entry Level,MVC,14872
Junior .NET Developer / Alexandria,Confidential,Entry Level,C#,14873
Junior .NET Developer / Alexandria,Confidential,Entry Level,TFS,14874
Junior .NET Developer / Alexandria,Confidential,Entry Level,Git,14875
Junior .NET Developer / Alexandria,Confidential,Entry Level,Software Development,14876
Junior .NET Developer / Alexandria,Confidential,Entry Level,Information Technology (IT),14877
Junior .NET Developer / Alexandria,Confidential,Entry Level,Computer Science,14878
Junior .NET Developer / Alexandria,Confidential,Entry Level,IT/Software Development,14879
Technical Office Manager,MAC EGYPT REAL ESTATE CO.,Manager,Communication Skills,14880
Technical Office Manager,MAC EGYPT REAL ESTATE CO.,Manager,Infrastructure,14881
Technical Office Manager,MAC EGYPT REAL ESTATE CO.,Manager,construction,14882
Technical Office Manager,MAC EGYPT REAL ESTATE CO.,Manager,Project Management,14883
Technical Office Manager,MAC EGYPT REAL ESTATE CO.,Manager,Technical Writing,14884
Technical Office Manager,MAC EGYPT REAL ESTATE CO.,Manager,Technical Office Engineer,14885
Lead Generation Specialist,Options,Entry Level,Sales Skills,14886
Lead Generation Specialist,Options,Entry Level,Marketing,14887
Lead Generation Specialist,Options,Entry Level,Business Development,14888
Lead Generation Specialist,Options,Entry Level,English,14889
Lead Generation Specialist,Options,Entry Level,Business Development,14890
Lead Generation Specialist,Options,Entry Level,Marketing/PR/Advertising,14891
Lead Generation Specialist,Options,Entry Level,Sales/Retail,14892
Cost Control Accountant - FMCG,feast house,Experienced,Finance,14893
Cost Control Accountant - FMCG,feast house,Experienced,Financial Analysis,14894
Cost Control Accountant - FMCG,feast house,Experienced,Cost Control,14895
Cost Control Accountant - FMCG,feast house,Experienced,Food,14896
Cost Control Accountant - FMCG,feast house,Experienced,MS Office,14897
Cost Control Accountant - FMCG,feast house,Experienced,Beverage,14898
Cost Control Accountant - FMCG,feast house,Experienced,FMCG,14899
Cost Control Accountant - FMCG,feast house,Experienced,Commerce,14900
Cost Control Accountant - FMCG,feast house,Experienced,Accounting/Finance,14901
Procurement Specialist,Raya Contact Center,Experienced,Supply Chain,14902
Procurement Specialist,Raya Contact Center,Experienced,Information Technology (IT),14903
Procurement Specialist,Raya Contact Center,Experienced,Engineering,14904
Procurement Specialist,Raya Contact Center,Experienced,Business Administration,14905
Procurement Specialist,Raya Contact Center,Experienced,Market Research,14906
Procurement Specialist,Raya Contact Center,Experienced,Logistics,14907
Procurement Specialist,Raya Contact Center,Experienced,Communication Skills,14908
Electrical Site Manager,Form,Manager,AutoCAD,14909
Electrical Site Manager,Form,Manager,Microsoft office,14910
Electrical Site Manager,Form,Manager,Computer Skills,14911
Electrical Site Manager,Form,Manager,Engineering - Mechanical/Electrical,14912
Engineering & Maintenance Manager - Alexandria,Rubyred Garment,Manager,Maintenance,14913
Engineering & Maintenance Manager - Alexandria,Rubyred Garment,Manager,Electrical Engineering,14914
Engineering & Maintenance Manager - Alexandria,Rubyred Garment,Manager,Project Management,14915
Engineering & Maintenance Manager - Alexandria,Rubyred Garment,Manager,Operations,14916
Engineering & Maintenance Manager - Alexandria,Rubyred Garment,Manager,Mechanical Engineering,14917
Engineering & Maintenance Manager - Alexandria,Rubyred Garment,Manager,Planning,14918
Engineering & Maintenance Manager - Alexandria,Rubyred Garment,Manager,PMP,14919
Engineering & Maintenance Manager - Alexandria,Rubyred Garment,Manager,Installation/Maintenance/Repair,14920
iOS Developer,Confidential,Experienced,TFS,14921
iOS Developer,Confidential,Experienced,Git,14922
iOS Developer,Confidential,Experienced,Software Development,14923
iOS Developer,Confidential,Experienced,Android,14924
iOS Developer,Confidential,Experienced,Information Technology (IT),14925
iOS Developer,Confidential,Experienced,Computer Science,14926
iOS Developer,Confidential,Experienced,iOS,14927
iOS Developer,Confidential,Experienced,IT/Software Development,14928
Android Developer / Alexandria,Confidential,Experienced,TFS,14929
Android Developer / Alexandria,Confidential,Experienced,Git,14930
Android Developer / Alexandria,Confidential,Experienced,Software Development,14931
Android Developer / Alexandria,Confidential,Experienced,Android,14932
Android Developer / Alexandria,Confidential,Experienced,IT/Software Development,14933
Android Developer / Alexandria,Confidential,Experienced,Engineering - Telecom/Technology,14934
Export Manager,o2proformance,Experienced,Logistics,14935
Export Manager,o2proformance,Experienced,Management,14936
Export Manager,o2proformance,Experienced,Logistics/Supply Chain,14937
Projects Manager,Form,Manager,Civil Engineering,14938
Projects Manager,Form,Manager,Construction,14939
Projects Manager,Form,Manager,Contracting,14940
Projects Manager,Form,Manager,Engineering - Construction/Civil/Architecture,14941
Projects Manager,Form,Manager,Project/Program Management,14942
Executive Secretary,Dallant Middle East,Entry Level,Secretary,14943
Executive Secretary,Dallant Middle East,Entry Level,Administration,14944
Executive Secretary,Dallant Middle East,Entry Level,Office Management,14945
Executive Secretary,Dallant Middle East,Entry Level,English,14946
Executive Secretary,Dallant Middle East,Entry Level,Microsoft Office,14947
Executive Secretary,Dallant Middle East,Entry Level,PowerPoint,14948
Executive Secretary,Dallant Middle East,Entry Level,Writing,14949
Executive Secretary,Dallant Middle East,Entry Level,Word,14950
Executive Secretary,Dallant Middle East,Entry Level,Excel,14951
Executive Secretary,Dallant Middle East,Entry Level,Spanish,14952
Executive Secretary,Dallant Middle East,Entry Level,Admin Work,14953
Senior Full Stack Developer,Ship To Box,Experienced,PHP,14954
Senior Full Stack Developer,Ship To Box,Experienced,OOP,14955
Senior Full Stack Developer,Ship To Box,Experienced,conventional coding,14956
Senior Full Stack Developer,Ship To Box,Experienced,CodeIgniter Framework,14957
Senior Full Stack Developer,Ship To Box,Experienced,Zend,14958
Senior Full Stack Developer,Ship To Box,Experienced,Laravel,14959
Senior Full Stack Developer,Ship To Box,Experienced,WordPress,14960
Senior Full Stack Developer,Ship To Box,Experienced,Magento,14961
Senior Full Stack Developer,Ship To Box,Experienced,HTML5,14962
Senior Full Stack Developer,Ship To Box,Experienced,CSS3,14963
Senior Full Stack Developer,Ship To Box,Experienced,SCSS,14964
Senior Full Stack Developer,Ship To Box,Experienced,javaScript,14965
Senior Full Stack Developer,Ship To Box,Experienced,jQuery,14966
Lab Section Head,Foodina,Manager,Chemistry,14967
Lab Section Head,Foodina,Manager,QC,14968
Lab Section Head,Foodina,Manager,Quality,14969
Lab Section Head,Foodina,Manager,Agriculture,14970
Lab Section Head,Foodina,Manager,GHP,14971
Lab Section Head,Foodina,Manager,Food,14972
Lab Section Head,Foodina,Manager,GMP,14973
Lab Section Head,Foodina,Manager,R&D/Science,14974
Lab Section Head,Foodina,Manager,Quality,14975
Lab Section Head,Foodina,Manager,Engineering - Other,14976
Senior Web Developer,Brightbrains,Experienced,Computer Science,14977
Senior Web Developer,Brightbrains,Experienced,Web Development,14978
Senior Web Developer,Brightbrains,Experienced,Software Development,14979
Senior Web Developer,Brightbrains,Experienced,DevOps,14980
Senior Web Developer,Brightbrains,Experienced,javaScript,14981
Senior Web Developer,Brightbrains,Experienced,Agile,14982
Senior Web Developer,Brightbrains,Experienced,MySQL,14983
Senior Web Developer,Brightbrains,Experienced,Design,14984
Senior Web Developer,Brightbrains,Experienced,Testing,14985
SAP CX Developer,Agile Technologies,Experienced,Java,14986
SAP CX Developer,Agile Technologies,Experienced,Computer Science,14987
SAP CX Developer,Agile Technologies,Experienced,English,14988
SAP CX Developer,Agile Technologies,Experienced,Electronics,14989
SAP CX Developer,Agile Technologies,Experienced,Telecommunication,14990
SAP CX Developer,Agile Technologies,Experienced,ABAP,14991
SAP CX Developer,Agile Technologies,Experienced,ERP,14992
SAP CX Developer,Agile Technologies,Experienced,Agile,14993
SAP CX Developer,Agile Technologies,Experienced,Microservices,14994
SAP CX Developer,Agile Technologies,Experienced,Implementation,14995
Full Stack WordPress Web Developer,Confidential,Experienced,Computer Science,14996
Full Stack WordPress Web Developer,Confidential,Experienced,Software Development,14997
Full Stack WordPress Web Developer,Confidential,Experienced,PHP,14998
Full Stack WordPress Web Developer,Confidential,Experienced,English,14999
Full Stack WordPress Web Developer,Confidential,Experienced,javaScript,15000
Full Stack WordPress Web Developer,Confidential,Experienced,jQuery,15001
Full Stack WordPress Web Developer,Confidential,Experienced,HTML5,15002
Full Stack WordPress Web Developer,Confidential,Experienced,CSS3,15003
Full Stack WordPress Web Developer,Confidential,Experienced,WordPress,15004
Full Stack WordPress Web Developer,Confidential,Experienced,Front-End,15005
Senior iOS Developer,Brightbrains,Experienced,Software Development,15006
Senior iOS Developer,Brightbrains,Experienced,Computer Science,15007
Senior iOS Developer,Brightbrains,Experienced,iOS,15008
Senior iOS Developer,Brightbrains,Experienced,Swift,15009
Senior iOS Developer,Brightbrains,Experienced,Git,15010
Senior iOS Developer,Brightbrains,Experienced,UI,15011
Senior iOS Developer,Brightbrains,Experienced,RESTful APIs,15012
Senior iOS Developer,Brightbrains,Experienced,MVVM,15013
Senior iOS Developer,Brightbrains,Experienced,CocoaPods,15014
Senior iOS Developer,Brightbrains,Experienced,XCTest,15015
Senior iOS Developer,Brightbrains,Experienced,Reactive,15016
Technical Office Manager,Form,Manager,Civil Engineering,15017
Technical Office Manager,Form,Manager,Construction,15018
Technical Office Manager,Form,Manager,Engineering - Construction/Civil/Architecture,15019
RMA Technician - Saudi Arabia,Emdad,Experienced,Low Current,15020
RMA Technician - Saudi Arabia,Emdad,Experienced,Maintenance,15021
RMA Technician - Saudi Arabia,Emdad,Experienced,RMA,15022
RMA Technician - Saudi Arabia,Emdad,Experienced,smart home,15023
RMA Technician - Saudi Arabia,Emdad,Experienced,Access control,15024
RMA Technician - Saudi Arabia,Emdad,Experienced,Alarm systems,15025
RMA Technician - Saudi Arabia,Emdad,Experienced,Multimeter,15026
RMA Technician - Saudi Arabia,Emdad,Experienced,Oscilloscope,15027
RMA Technician - Saudi Arabia,Emdad,Experienced,Power Supplies,15028
RMA Technician - Saudi Arabia,Emdad,Experienced,Optometry,15029
RMA Technician - Saudi Arabia,Emdad,Experienced,Optics,15030
Electrical Maintenance Shift Engineer,SAVOLA,Shift Based,2 Vacancies,15031
Electrical Maintenance Shift Engineer,SAVOLA,Shift Based,Installation,15032
Electrical Maintenance Shift Engineer,SAVOLA,Shift Based,Electrical Engineering,15033
Electrical Maintenance Shift Engineer,SAVOLA,Shift Based,Electrical Maintenance,15034
Electrical Maintenance Shift Engineer,SAVOLA,Shift Based,Technical Support,15035
Electrical Maintenance Shift Engineer,SAVOLA,Shift Based,FMCG,15036
Electrical Maintenance Shift Engineer,SAVOLA,Shift Based,Electrical Power,15037
Senior Android Developer,Brightbrains,Experienced,Computer Science,15038
Senior Android Developer,Brightbrains,Experienced,Software Development,15039
Senior Android Developer,Brightbrains,Experienced,Java,15040
Senior Android Developer,Brightbrains,Experienced,Android SDK,15041
Senior Android Developer,Brightbrains,Experienced,Agile,15042
Senior Android Developer,Brightbrains,Experienced,UI,15043
Senior Android Developer,Brightbrains,Experienced,Design,15044
Senior Android Developer,Brightbrains,Experienced,Gitlab,15045
Senior Android Developer,Brightbrains,Experienced,GitHub,15046
Senior Android Developer,Brightbrains,Experienced,Scrum,15047
Senior Android Developer,Brightbrains,Experienced,Kanban,15048
Digital Marketing Specialist,o2proformance,Experienced,Digital Marketing,15049
Digital Marketing Specialist,o2proformance,Experienced,E-marketing,15050
Digital Marketing Specialist,o2proformance,Experienced,MS Office,15051
Digital Marketing Specialist,o2proformance,Experienced,Marketing/PR/Advertising,15052
Digital Marketing Specialist,o2proformance,Experienced,Media/Journalism/Publishing,15053
Light Current Design Engineer,EGEC,Experienced,Electrical Engineering,15054
Light Current Design Engineer,EGEC,Experienced,Light Current,15055
Light Current Design Engineer,EGEC,Experienced,Revit,15056
Light Current Design Engineer,EGEC,Experienced,CCTV,15057
Light Current Design Engineer,EGEC,Experienced,Computer Engineering,15058
Light Current Design Engineer,EGEC,Experienced,Access Control,15059
Light Current Design Engineer,EGEC,Experienced,Intruder Alarm,15060
Light Current Design Engineer,EGEC,Experienced,Fire Alarm,15061
Light Current Design Engineer,EGEC,Experienced,Low Current,15062
Software Tester,Simple Touch Software,Work From Home,Software Engineering,15063
Software Tester,Simple Touch Software,Work From Home,Software Testing,15064
Software Tester,Simple Touch Software,Work From Home,Information Technology (IT),15065
Software Tester,Simple Touch Software,Work From Home,Scrum,15066
Software Tester,Simple Touch Software,Work From Home,Agile,15067
Software Tester,Simple Touch Software,Work From Home,ITSQB,15068
Software Tester,Simple Touch Software,Work From Home,TFS,15069
Software Tester,Simple Touch Software,Work From Home,Integration Testing,15070
Software Tester,Simple Touch Software,Work From Home,Selenium C#,15071
Senior Graphic Designer,o2proformance,Experienced,Adobe Illustrator,15072
Senior Graphic Designer,o2proformance,Experienced,Adobe Photoshop,15073
Senior Graphic Designer,o2proformance,Experienced,Graphics,15074
Senior Graphic Designer,o2proformance,Experienced,Creative/Design/Art,15075
Senior Graphic Designer,o2proformance,Experienced,Media/Journalism/Publishing,15076
Sales Agent,Lotus Finishing Materials,Experienced,Sales Skills,15077
Sales Agent,Lotus Finishing Materials,Experienced,Sales Target,15078
Sales Agent,Lotus Finishing Materials,Experienced,Customer Service,15079
Sales Agent,Lotus Finishing Materials,Experienced,English,15080
Sales Agent,Lotus Finishing Materials,Experienced,Communication,15081
Sales Agent,Lotus Finishing Materials,Experienced,Customer Service/Support,15082
Sales Agent,Lotus Finishing Materials,Experienced,Sales/Retail,15083
Junior Accountant,AluNile,Entry Level,Males Only,15084
Junior Accountant,AluNile,Entry Level,Finance,15085
Junior Accountant,AluNile,Entry Level,Accounting,15086
Junior Accountant,AluNile,Entry Level,Financial Analysis,15087
Junior Accountant,AluNile,Entry Level,Microsoft Office,15088
Junior Accountant,AluNile,Entry Level,Communication Skills,15089
Junior Accountant,AluNile,Entry Level,Commerce,15090
Junior Accountant,AluNile,Entry Level,Accountant,15091
Junior Accountant,AluNile,Entry Level,English,15092
Junior Accountant,AluNile,Entry Level,Banking,15093
Sales Property Advisor,INSIDER,Entry Level,Real Estate,15094
Sales Property Advisor,INSIDER,Entry Level,Business Development,15095
Sales Property Advisor,INSIDER,Entry Level,Indoor Sales,15096
Sales Property Advisor,INSIDER,Entry Level,Outdoor Sales,15097
Sales Property Advisor,INSIDER,Entry Level,Sales Skills,15098
Sales Property Advisor,INSIDER,Entry Level,Online Sales,15099
Sales Property Advisor,INSIDER,Entry Level,Property Sales,15100
Sales Property Advisor,INSIDER,Entry Level,Sales/Retail,15101
Sales Engineer,o2proformance,Experienced,Sales Target,15102
Sales Engineer,o2proformance,Experienced,Petroleum,15103
Sales Engineer,o2proformance,Experienced,Mechanical Engineering,15104
Sales Engineer,o2proformance,Experienced,Sales/Retail,15105
Sales Engineer,o2proformance,Experienced,Engineering - Mechanical/Electrical,15106
Sales Engineer,o2proformance,Experienced,Engineering - Other,15107
Property Sales Team Leader,INSIDER,Manager,Sales Skills,15108
Property Sales Team Leader,INSIDER,Manager,Sales Target,15109
Property Sales Team Leader,INSIDER,Manager,Property Sales,15110
Property Sales Team Leader,INSIDER,Manager,Computer Skills,15111
Property Sales Team Leader,INSIDER,Manager,Real Estate,15112
Property Sales Team Leader,INSIDER,Manager,Sales/Retail,15113
Senior Property Consultant - Real Estate,INSIDER,Experienced,Sales Target,15114
Senior Property Consultant - Real Estate,INSIDER,Experienced,Real Estate Sales,15115
Senior Property Consultant - Real Estate,INSIDER,Experienced,Property Sales,15116
Senior Property Consultant - Real Estate,INSIDER,Experienced,Microsoft Office,15117
Senior Property Consultant - Real Estate,INSIDER,Experienced,Sales Skills,15118
Senior Property Consultant - Real Estate,INSIDER,Experienced,Bokerage,15119
Senior Property Consultant - Real Estate,INSIDER,Experienced,Microsoft Excel,15120
Senior Property Consultant - Real Estate,INSIDER,Experienced,Microsoft PowerPoint,15121
HORECA Sales Supervisor,Evoreen,Manager,Hotels,15122
HORECA Sales Supervisor,Evoreen,Manager,Hospitality,15123
HORECA Sales Supervisor,Evoreen,Manager,Sales Skills,15124
HORECA Sales Supervisor,Evoreen,Manager,Sales Target,15125
HORECA Sales Supervisor,Evoreen,Manager,Hospitality/Hotels/Food Services,15126
HORECA Sales Supervisor,Evoreen,Manager,Sales/Retail,15127
Senior SEO Specialist,Edu-Fun,Entry Level,SEO Content,15128
Senior SEO Specialist,Edu-Fun,Entry Level,SEO Strategies,15129
Senior SEO Specialist,Edu-Fun,Entry Level,Social Media,15130
Senior SEO Specialist,Edu-Fun,Entry Level,Writing/Editorial,15131
Senior SEO Specialist,Edu-Fun,Entry Level,Marketing/PR/Advertising,15132
